Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
UVC66031,Rotavirus A,GenBank,,ON855201,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F03589/2011/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66032,Rotavirus A,GenBank,,ON855202,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F04258/2012/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66033,Rotavirus A,GenBank,,ON855203,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F04603/2012/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66034,Rotavirus A,GenBank,,ON855204,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F05138/2013/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66035,Rotavirus A,GenBank,,ON855205,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F05172/2013/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66036,Rotavirus A,GenBank,,ON855206,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F05288/2013/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66037,Rotavirus A,GenBank,,ON855207,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F05371/2013/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66038,Rotavirus A,GenBank,,ON855208,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F06216/2014/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66039,Rotavirus A,GenBank,,ON855209,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F06300/2014/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66040,Rotavirus A,GenBank,,ON855210,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F06306/2014/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66041,Rotavirus A,GenBank,,ON855211,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F06319/2014/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66043,Rotavirus A,GenBank,,ON855213,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F09044/2017/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66044,Rotavirus A,GenBank,,ON855214,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F09063/2017/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66045,Rotavirus A,GenBank,,ON855215,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F09066/2017/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66046,Rotavirus A,GenBank,,ON855216,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F09077/2017/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66047,Rotavirus A,GenBank,,ON855217,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F09820/2017/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66048,Rotavirus A,GenBank,,ON855218,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10031/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66049,Rotavirus A,GenBank,,ON855219,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10040/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66051,Rotavirus A,GenBank,,ON855221,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10048/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66052,Rotavirus A,GenBank,,ON855222,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10052/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66053,Rotavirus A,GenBank,,ON855223,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10054/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66054,Rotavirus A,GenBank,,ON855224,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10069/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66055,Rotavirus A,GenBank,,ON855225,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10222/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66056,Rotavirus A,GenBank,,ON855226,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F10411/2018/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UUB71767,Rotavirus A,GenBank,,ON989014,"Tian,J., Miao,Q., Pan,Y.",2022-08-02,CN127,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2021-03-17
BDD80143,Rotavirus A,GenBank,,LC668479,"Fukuda,S., Akari,Y., Hatazawa,R., Negoro,M., Tanaka,T., Asada,K., Nakamura,H., Sugiura,K., Umemoto,M., Kuroki,H., Ito,H., Tanaka,S., Ito,M., Ide,T., Murata,T., Taniguchi,K., Suga,S., Kamiya,H., Nakano,T., Komoto,S.",2022-07-13,,Rotavirus A,890,structural protein VP2,Japan:Chiba,,Homo sapiens,feces,2019
URW63768,Rotavirus A,GenBank,,OM982713,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/SS3/2020/G5G9P[13],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2020
URW63780,Rotavirus A,GenBank,,OM982725,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/SS4/2020/G9P[13],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2020
URW63791,Rotavirus A,GenBank,,OM982736,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S19-1115/2019/G4P[6],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2019
URW63802,Rotavirus A,GenBank,,OM982747,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S19-1116/2019/G4P[6],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2019
URW63813,Rotavirus A,GenBank,,OM982758,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S18-1463/2018/G9P[32],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2018
URW63825,Rotavirus A,GenBank,,OM982770,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S18-1097/2018/G5G3P[6]P[7]P[13]P[32],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2018
URW63846,Rotavirus A,GenBank,,OM982791,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S20-0073/2020/G5G9P[13],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2020
URW63866,Rotavirus A,GenBank,,OM982811,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S18-1093/2018/G5G9G11P[6]P[7]P[13],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2018
URW63867,Rotavirus A,GenBank,,OM982812,"Baumann,S., Sydler,T., Rosato,G., Hilbe,M., Kummerlen,D., Sidler,X., Bachofen,C.",2022-06-12,RVA/pig-wt/CHE/S18-1093/2018/G5G9G11P[6]P[7]P[13],Rotavirus A,890,VP2,Switzerland,,Sus scrofa,feces,2018
URP01840,Rotavirus A,GenBank,,MW575218,"Li,N., Huang,Z., Leng,C., Liu,Y., Yao,L.",2022-06-07,RVA/Pig-wt/CHN/HeNNY-01/2019/G4P[23],Rotavirus A,890,VP2,China,,Sus scrofa,feces,2019-12-16
URG17292,Rotavirus A,GenBank,,ON059860,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.",2022-05-31,,Rotavirus A,890,inner core protein,,,Pholidota,,2018
URG17293,Rotavirus A,GenBank,,ON059861,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.",2022-05-31,,Rotavirus A,890,inner core protein,,,Pholidota,,2018
URG17294,Rotavirus A,GenBank,,ON059862,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.",2022-05-31,,Rotavirus A,890,inner core protein,,,Pholidota,,2018
UQJ70346,Rotavirus A,GenBank,,MZ066129,"Agbla,J.M., Esona,M.D., Gautam,R., Katz,E., Bankole,H.S., Bowen,M.D.",2022-05-16,3001607693,Rotavirus A,890,core capsid protein VP2,Benin,,Homo sapiens,feces,2018
UQJ70358,Rotavirus A,GenBank,,MZ066140,"Agbla,J.M., Esona,M.D., Gautam,R., Katz,E., Bankole,H.S., Bowen,M.D.",2022-05-16,3001607706,Rotavirus A,890,core capsid protein VP2,Benin,,Homo sapiens,feces,2018
UQJ70370,Rotavirus A,GenBank,,MZ066151,"Agbla,J.M., Esona,M.D., Gautam,R., Katz,E., Bankole,H.S., Bowen,M.D.",2022-05-16,3001607707,Rotavirus A,890,core capsid protein VP2,Benin,,Homo sapiens,feces,2018
UQJ70440,Rotavirus A,GenBank,,MZ066217,"Agbla,J.M., Esona,M.D., Gautam,R., Katz,E., Bankole,H.S., Bowen,M.D.",2022-05-16,3001607730,Rotavirus A,890,core capsid protein VP2,Benin,,Homo sapiens,feces,2018
BCR34231,Rotavirus A,GenBank,,LC600810,"Wandera,E.A., Hatazawa,R., Tsutsui,N., Kurokawa,N., Kathiiko,C., Mumo,M., Waithira,E., Wachira,M., Mwaura,B., Nyangao,J., Khamadi,S.A., Njau,J., Fukuda,S., Murata,T., Taniguchi,K., Ichinose,Y., Kaneko,S., Komoto,S., Wandera,A.E.",2021-07-14,,Rotavirus A,890,structural protein VP2,Kenya:Kiambu,,Homo sapiens,feces,2019-02
QPI71200,Rotavirus A,GenBank,,MT066201,"Eichwald,C., Bachofen,C., Fraefel,C.",2020-12-02,,Rotavirus A,890,core shell protein VP2,Switzerland,,,,2020
QHD43142,Porcine rotavirus A,GenBank,set:4b862e09fb7707a99b50eaed05262b3e81af56ee,MN556668,"Beven,V., Bigault,L., Gueguen,J.-M., Fablet,C., Rose,N., Touzain,F., Blanchard,Y.",2020-01-14,,Rotavirus A,890,inner capsid protein VP2,France,,Sus scrofa,,2019-02
QCC26611,Porcine rotavirus A,GenBank,set:a147723ebfdcca95e569028b08f254b1fc5a62ea,MK410287,"Li,Y.",2019-04-22,,Rotavirus A,890,structural protein VP2,China,,Sus scrofa,,2018
BDW73189,Human rotavirus A,GenBank,,LC751307,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/19R816/2019/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Akita,,Homo sapiens,feces,2019
BDW73193,Human rotavirus A,GenBank,,LC751311,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/19R831/2019/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Akita,,Homo sapiens,feces,2019
BDW73194,Human rotavirus A,GenBank,,LC751312,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/19R832/2019/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Akita,,Homo sapiens,feces,2019
BDW73198,Human rotavirus A,GenBank,,LC751316,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/HA19-02/2019/G9P[8]-E2,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73199,Human rotavirus A,GenBank,,LC751317,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/HA19-03/2019/G9P[8]-E2,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73200,Human rotavirus A,GenBank,,LC751318,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/HA19-04/2019/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73213,Human rotavirus A,GenBank,,LC751331,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/HK19-19/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73214,Human rotavirus A,GenBank,,LC751332,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/HK19-20/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73215,Human rotavirus A,GenBank,,LC751333,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/Ho19-01/2019/G9P[8]-E2,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73224,Human rotavirus A,GenBank,,LC751342,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/IW18-02/2018/G3P[8](Wa),Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2018
BDW73231,Human rotavirus A,GenBank,,LC751349,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/MU18-05/2018/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2018
BDW73232,Human rotavirus A,GenBank,,LC751350,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/MU18-06/2018/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2018
BDW73236,Human rotavirus A,GenBank,,LC751354,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS18-01/2018/G9P[8]-E2,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2018
BDW73240,Human rotavirus A,GenBank,,LC751358,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-05/2019/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73242,Human rotavirus A,GenBank,,LC751360,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-18/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73243,Human rotavirus A,GenBank,,LC751361,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-19/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73244,Human rotavirus A,GenBank,,LC751362,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-20/2019/G9P[8]-E2,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73248,Human rotavirus A,GenBank,,LC751366,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/RU19-02/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73249,Human rotavirus A,GenBank,,LC751367,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/RU19-05/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73250,Human rotavirus A,GenBank,,LC751368,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/RU19-07/2019/G1P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73252,Human rotavirus A,GenBank,,LC751370,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/SU18-02/2018/G3P[8](Wa),Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2018
BDW73270,Human rotavirus A,GenBank,,LC751388,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/To18-16/2018/G9P[8]-E1,Rotavirus A,891,core protein,Japan:Hokkaido,,Homo sapiens,feces,2018
